#{"t_start": 1768115631.7627578, "env_id": "None"}
r,l,t
11.575455,12,20.841619
15.671628,12,20.856273
17.005468,12,20.871902
19.235528,12,20.883921
19.026527,12,20.894042
17.434839,12,20.906594
17.866421,12,20.920652
15.766701,12,20.932608
17.916448,12,20.941664
18.557838,12,20.952064
17.003066,12,20.96558
16.723324,12,20.982699
16.916279,12,22.329401
18.968194,12,22.341444
1.276333,12,22.345476
15.753667,12,22.365456
-18.378361,12,22.3763
18.565792,12,22.386977
14.81177,12,22.40223
16.196051,12,22.406975
16.607212,12,22.427532
18.563882,12,22.443648
16.08138,12,22.455462
18.477765,12,22.46644
16.743073,12,22.468983
18.193947,12,22.487242
17.966234,12,22.499828
18.535569,12,22.51287
16.069504,12,22.523989
16.96489,12,22.538569
19.562534,12,22.550629
16.225666,12,22.565945
18.438842,12,22.581262
16.719494,12,22.595384
17.689272,12,22.609301
17.278864,12,22.621956
4.481159,12,22.634123
17.077615,12,22.64928
16.593797,12,22.654601
16.195428,12,22.674761
18.030955,12,22.686766
17.396699,12,22.701081
17.293963,12,22.70563
16.54706,12,22.726616
17.647253,12,22.736747
-2.383726,12,22.749437
17.876076,12,22.767466
8.986032,12,22.781782
18.329088,12,22.78791
18.967971,12,22.798019
16.46414,12,22.818451
17.111029,12,22.831368
16.622181,12,22.84492
16.885339,12,22.856057
16.605015,12,22.870537
8.965944,12,22.880782
17.609867,12,22.893781
10.977117,12,22.907174
17.537694,12,22.918021
18.800923,12,22.932537
16.919227,12,22.94422
18.37067,12,22.954369
18.144091,12,22.965398
16.519683,12,22.986692
16.099578,12,22.997644
9.230502,12,23.009984
18.472971,12,23.020804
18.16364,12,23.033141
17.634938,12,23.044168
16.430124,12,23.055348
17.826786,12,23.065403
18.654705,12,23.07545
17.392613,12,23.086651
16.370841,12,23.096509
14.231574,12,23.11619
16.672657,12,23.128032
18.01488,12,23.139061
16.982811,12,23.151669
19.494151,12,23.163743
18.57478,12,23.175402
16.300717,12,23.188445
14.949966,12,23.208852
17.566549,12,23.22569
17.333256,12,23.240443
16.74944,12,23.25027
16.768185,12,23.26035
16.500676,12,23.270964
14.836256,12,23.286585
18.935544,12,23.290881
16.489744,12,23.311288
18.3164,12,23.321389
17.654699,12,23.337929
